order_id,customer_id,customer_name,email,order_date,ship_date,region,channel,product_category,quantity,unit_price,discount_pct,order_status,payment_status,delivery_days,customer_age,postcode,Duplicate,DateValidation,,,,,,
O002593,C02874,Kofi Noor,kofi.noor2874@example.com,15/07/2026,21/07/2026,South,Web,Fashion,5,39,5,shipped,pending,6,18,F2 5XC,1,FALSE,,,,,,
O007144,C04788,Kofi Diallo,kofi.diallo4788@example.com,10/07/2026,15/07/2026,East,Store,Electronics,1,77,0,delivered,paid,5,32,V3 2JB,1,FALSE,,,,,,
O004958,C02527,Yusuf Brown,yusuf.brown2527@example.com,23/07/2026,29/07/2026,South,Store,Home,9,105,15,shipped,paid,6,46,W7 9PG,1,FALSE,,,,,,
O004093,C03026,Sam Ali,sam.ali3026@example.com,23/07/2026,29/07/2026,South,Phone,Home,5,64,20,delivered,paid,6,42,EY2 8QO,1,FALSE,,,,,,
O004538,C02199,Zainab Evans,zainab.evans2199@example.com,10/07/2026,13/07/2026,West,Phone,Fashion,8,19,15,open,pending,3,38,C7 4UP,1,FALSE,,,,,,
O000498,C00815,Aisha Carter,aisha.carter815@example.com,26/07/2026,01/08/2026,South,Phone,Fashion,10,48,0,open,pending,6,27,PK8 1GK,1,FALSE,,,,,,
O004488,C00913,Helen Noor,helen.noor913@example.com,06/07/2026,11/07/2026,North,Web,Home,6,22,0,cancelled,refund_pending,5,38,CV9 7DQ,1,FALSE,,,,,,
O000250,C01880,Peter Bello,peter.bello1880@example.com,29/07/2026,31/07/2026,East,Web,Electronics,12,162,10,shipped,paid,2,59,T4 5SY,1,FALSE,,,,,,
O000074,C04559,Ella Yusuf,ella.yusuf4559@example.com,18/07/2026,24/07/2026,East,Phone,Beauty,12,11,0,delivered,paid,6,57,DK1 2GQ,1,FALSE,,,,,,
O003143,C03837,Sara Reyes,sara.reyes3837@example.com,27/07/2026,01/08/2026,East,Store,Electronics,6,211,15,shipped,paid,5,51,L8 8WG,1,FALSE,,,,,,
O000138,C00947,Paul White,paul.white947@example.com,05/07/2026,12/07/2026,East,Web,Home,5,120,0,delivered,paid,7,49,X5 2NN,1,FALSE,,,,,,
O003089,C02581,Omar Diallo,omar.diallo2581@example.com,20/07/2026,24/07/2026,East,Phone,Electronics,2,300,0,open,paid,4,31,B6 9TE,1,FALSE,,,,,,
O000178,C04525,Helen Nwosu,helen.nwosu4525@example.com,19/07/2026,25/07/2026,North,Web,Beauty,6,52,15,delivered,paid,6,39,S7 9RH,1,FALSE,,,,,,
O002522,C04328,Helen Reyes,helen.reyes4328@example.com,05/07/2026,08/07/2026,North,Store,Home,6,107,20,delivered,failed,3,22,XM3 9VE,1,FALSE,,,,,,
O009825,C04702,Hana Nwosu,hana.nwosu4702@example.com,29/07/2026,02/08/2026,East,Phone,Electronics,11,235,0,shipped,paid,4,18,N6 7MH,1,FALSE,,,,,,
O006005,C05319,Nadia Bello,,01/07/2026,08/07/2026,West,Phone,Fashion,7,25,10,cancelled,refund_pending,7,44,WU1 2TW,1,FALSE,,,,,,
O009232,C01822,Peter Hassan,peter.hassan1822@example.com,17/07/2026,19/07/2026,South,Store,Fashion,1,41,20,shipped,paid,2,22,J4 2JJ,1,FALSE,,,,,,
O005503,C03489,Helen Baker,helen.baker3489@example.com,23/07/2026,24/07/2026,West,Phone,Fashion,10,38,15,cancelled,refund_pending,1,25,T8 5HM,1,FALSE,,,,,,
O006390,C04052,Kofi Ibrahim,kofi.ibrahim4052@example.com,12/07/2026,19/07/2026,West,Phone,Beauty,9,10,5,shipped,paid,7,56,RA5 0FB,1,FALSE,,,,,,
O002987,C03098,Lina Diallo,,29/07/2026,30/07/2026,West,Phone,Electronics,7,271,20,shipped,paid,1,45,E7 4LO,1,FALSE,,,,,,
O000889,C02741,Helen Stone,helen.stone2741@example.com,25/07/2026,01/08/2026,North,Phone,Home,6,28,20,shipped,paid,7,67,NC2 9FH,1,FALSE,,,,,,
O008512,C04356,Ivy Ade,ivy.ade4356@example.com,16/07/2026,20/07/2026,North,Phone,Beauty,6,33,0,delivered,paid,4,42,RY6 4NA,1,FALSE,,,,,,
O007884,C04263,Ben Ade,ben.ade4263@example.com,18/07/2026,24/07/2026,East,Store,Home,10,14,0,shipped,paid,6,44,D6 3AC,1,FALSE,,,,,,
O000176,C01955,Tom Green,tom.green1955@example.com,17/07/2026,19/07/2026,West,Web,Home,3,46,0,open,paid,2,49,XD8 2MS,1,FALSE,,,,,,
O008070,C05444,Aisha Li,aisha.li5444@example.com,09/07/2026,12/07/2026,East,Phone,Home,6,71,5,cancelled,refund_pending,3,53,PR1 9ON,1,FALSE,,,,,,
O004769,C04068,Marcus Hassan,marcus.hassan4068@example.com,04/07/2026,08/07/2026,West,Phone,Fashion,6,26,0,delivered,paid,4,54,HN5 5KL,1,FALSE,,,,,,
O005613,C01539,Peter Farah,peter.farah1539@example.com,13/07/2026,20/07/2026,East,Web,Fashion,1,59,0,shipped,paid,7,52,V4 1OS,1,FALSE,,,,,,
O006209,C03804,Priya Ibrahim,priya.ibrahim3804@example.com,09/07/2026,10/07/2026,East,Web,Beauty,11,49,5,shipped,paid,1,26,A5 7KK,1,FALSE,,,,,,
O000134,C00463,Ivy Green,ivy.green463@example.com,16/07/2026,19/07/2026,North,Web,Electronics,6,236,15,delivered,paid,3,65,WO2 8OE,1,FALSE,,,,,,
O007496,C02956,Paul Ade,paul.ade2956@example.com,26/07/2026,02/08/2026,East,Phone,Electronics,9,171,10,shipped,pending,7,19,VJ4 1CT,1,FALSE,,,,,,
O003256,C01807,Ivy Evans,ivy.evans1807@example.com,15/07/2026,16/07/2026,West,Phone,Fashion,10,31,0,delivered,paid,1,32,EY2 9BX,1,FALSE,,,,,,
O003501,C00352,Ivy Smith,ivy.smith352@example.com,08/07/2026,11/07/2026,North,Web,Beauty,6,32,0,delivered,pending,3,27,HE3 7JX,1,FALSE,,,,,,
O001565,C02006,Jon Ade,jon.ade2006,04/07/2026,09/07/2026,North,Store,Home,6,65,10,open,pending,5,26,WA1 5LJ,1,FALSE,,,,,,
O009555,C04593,Ivy Farah,ivy.farah4593@example.com,24/07/2026,28/07/2026,South,Store,Electronics,12,289,5,open,pending,4,24,XS8 9ZJ,1,FALSE,,,,,,
O006341,C02956,Paul Ade,paul.ade2956@example.com,18/07/2026,24/07/2026,South,Web,Fashion,5,16,15,shipped,paid,6,49,VJ4 1CT,1,FALSE,,,,,,
O003456,C00964,Sara Adeyemi,sara.adeyemi964@example.com,03/07/2026,10/07/2026,West,Store,Beauty,1,51,20,shipped,paid,7,41,YD9 6UJ,1,FALSE,,,,,,
O001723,C04631,Fatima Ibrahim,fatima.ibrahim4631@example.com,03/07/2026,07/07/2026,East,Web,Electronics,6,115,5,open,pending,4,67,KR7 8XB,1,FALSE,,,,,,
O009516,C03512,Priya Okafor,priya.okafor3512@example.com,19/07/2026,25/07/2026,East,Store,Home,6,21,15,shipped,paid,6,41,MC8 1DX,1,FALSE,,,,,,
O008492,C02422,Amina James,amina.james2422@example.com,12/07/2026,16/07/2026,South,Store,Beauty,8,55,0,shipped,paid,4,44,R6 1KF,1,FALSE,,,,,,
O005590,C03883,Robert Evans,robert.evans3883@example.com,18/07/2026,,East,Web,Home,2,62,5,shipped,paid,2,62,BM5 3XL,1,TRUE,,,,,,
O003978,C02525,Sam Hassan,sam.hassan2525@example.com,12/07/2026,15/07/2026,West,Web,Home,9,63,0,returned,paid,3,30,MB8 8AY,1,FALSE,,,,,,
O008212,C04104,Jon Bello,jon.bello4104@example.com,05/07/2026,11/07/2026,North,Web,Electronics,6,229,0,shipped,paid,6,68,U8 3RZ,1,FALSE,,,,,,
O001171,C02870,Mary Green,mary.green2870@example.com,20/07/2026,,West,Phone,Beauty,10,13,10,open,pending,4,60,PR8 7JA,1,TRUE,,,,,,
O006068,C03441,Grace Yusuf,grace.yusuf3441@example.com,16/07/2026,,East,Phone,Beauty,5,26,10,shipped,paid,5,60,KH7 9UM,1,TRUE,,,,,,
O002411,C01073,Jon Cole,jon.cole1073@example.com,07/07/2026,09/07/2026,North,Store,Beauty,6,35,15,delivered,paid,2,51,AT7 7TA,1,FALSE,,,,,,
O009498,C03943,Mo Green,,14/07/2026,17/07/2026,West,Phone,Electronics,7,175,10,delivered,paid,3,66,HD8 0VO,1,FALSE,,,,,,
O009113,C01073,Jon Cole,jon.cole1073@example.com,01/07/2026,02/07/2026,North,Phone,Fashion,6,17,20,open,pending,1,39,AT7 7TA,1,FALSE,,,,,,
O000929,C04727,Femi Carter,femi.carter4727@example.com,16/07/2026,,South,Web,Home,1,11,5,cancelled,refund_pending,1,30,D4 0QN,1,TRUE,,,,,,
O004711,C04821,Jon James,jon.james4821@example.com,30/07/2026,31/07/2026,North,Phone,Home,6,34,0,delivered,paid,1,50,M5 8PW,1,FALSE,,,,,,
O009262,C01010,Ben White,ben.white1010@example.com,12/07/2026,18/07/2026,South,Phone,Fashion,10,41,0,shipped,paid,6,68,XA2 3KU,1,FALSE,,,,,,
O007135,C02388,Aisha Park,aisha.park2388@example.com,24/07/2026,25/07/2026,West,Web,Fashion,2,32,15,shipped,paid,1,28,E7 3MN,1,FALSE,,,,,,
O000184,C04076,Jon Noor,jon.noor4076@example.com,22/07/2026,,North,Phone,Electronics,6,62,20,delivered,pending,2,51,V2 0RU,1,TRUE,,,,,,
O007038,C04585,Aisha Park,aisha.park4585@example.com,13/07/2026,20/07/2026,West,Store,Electronics,2,282,10,cancelled,refund_pending,7,47,AA2 4PC,1,FALSE,,,,,,
O006530,C02556,Robert Nwosu,robert.nwosu2556@example.com,04/07/2026,05/07/2026,South,Phone,Fashion,6,25,0,delivered,paid,1,26,NM2 0DX,1,FALSE,,,,,,
O008519,C01667,Mary Ade,mary.ade1667@example.com,06/07/2026,09/07/2026,South,Store,Fashion,4,31,5,shipped,paid,3,25,JV9 9GU,1,FALSE,,,,,,
O000830,C01071,Chloe Ade,chloe.ade1071@example.com,08/07/2026,13/07/2026,East,Store,Electronics,12,159,0,shipped,paid,5,69,D5 1PM,1,FALSE,,,,,,
O009301,C05017,Mary White,mary.white5017@example.com,24/07/2026,30/07/2026,West,Store,Fashion,8,60,0,shipped,paid,6,30,DC7 7RF,1,FALSE,,,,,,
O001962,C04323,Ngozi Mensah,ngozi.mensah4323@example.com,07/07/2026,12/07/2026,West,Web,Home,12,51,15,shipped,paid,5,63,E3 7UQ,1,FALSE,,,,,,
O008261,C01016,Amina Adeyemi,amina.adeyemi1016@example.com,20/07/2026,24/07/2026,South,Web,Fashion,7,24,10,delivered,paid,4,18,A4 4SN,1,FALSE,,,,,,
O000613,C03933,Jon Owusu,jon.owusu3933@example.com,18/07/2026,22/07/2026,North,Phone,Home,6,32,5,shipped,paid,4,46,PC3 4JA,1,FALSE,,,,,,
O006188,C00162,Kofi Baker,kofi.baker162@example.com,05/07/2026,,North,Store,Electronics,6,196,10,delivered,paid,5,62,DS2 6VF,1,TRUE,,,,,,
O006642,C05461,Ruth Ade,ruth.ade5461@example.com,28/07/2026,02/08/2026,East,Web,Fashion,8,59,15,shipped,paid,5,39,VX2 3AA,1,FALSE,,,,,,
O009820,C01921,Daniel Green,daniel.green1921@example.com,09/07/2026,16/07/2026,East,Web,Beauty,6,35,0,open,pending,7,19,R3 7RL,1,FALSE,,,,,,
O006781,C01860,Lina Hassan,lina.hassan1860@example.com,21/07/2026,26/07/2026,East,Web,Home,11,53,10,shipped,paid,5,38,RV8 6QV,2,FALSE,,,,,,
O005305,C02061,Nadia Park,nadia.park2061@example.com,13/07/2026,,South,Store,Beauty,5,69,0,delivered,paid,1,46,HD9 9EP,1,TRUE,,,,,,
O002256,C02152,Hana Hassan,hana.hassan2152@example.com,13/07/2026,14/07/2026,East,Store,Beauty,7,22,0,shipped,paid,1,60,LP6 3LS,1,FALSE,,,,,,
O004020,C05079,Tom Smith,tom.smith5079@example.com,19/07/2026,21/07/2026,East,Web,Home,9,44,10,delivered,paid,2,43,OJ1 0CL,1,FALSE,,,,,,
O008895,C04293,Robert Stone,robert.stone4293@example.com,25/07/2026,31/07/2026,South,Phone,Beauty,6,67,0,shipped,paid,6,39,J7 8CK,1,FALSE,,,,,,
O008428,C03466,Ngozi Mensah,ngozi.mensah3466@example.com,04/07/2026,10/07/2026,South,Phone,Fashion,9,45,20,open,paid,6,70,Y6 1CN,1,FALSE,,,,,,
O009446,C03961,Sam Cole,sam.cole3961@example.com,12/07/2026,18/07/2026,East,Phone,Electronics,10,221,0,shipped,paid,6,25,P5 2FV,1,FALSE,,,,,,
O004643,C04175,Femi Khan,femi.khan4175@example.com,29/07/2026,02/08/2026,West,Store,Electronics,6,65,10,shipped,paid,4,59,U2 6ZD,1,FALSE,,,,,,
O000639,C04236,Kofi Carter,kofi.carter4236@example.com,21/07/2026,,North,Phone,Electronics,6,167,0,shipped,paid,1,57,DC2 8LR,1,TRUE,,,,,,
O006012,C05317,Priya Evans,priya.evans5317@example.com,02/07/2026,09/07/2026,South,Phone,Beauty,12,23,10,shipped,paid,7,49,E4 6GM,1,FALSE,,,,,,
O006850,C04789,Mo Park,mo.park4789@example.com,13/07/2026,14/07/2026,South,Store,Fashion,2,54,5,shipped,paid,1,29,WP5 2HB,1,FALSE,,,,,,
O009614,C00167,Chloe James,chloe.james167@example.com,22/07/2026,29/07/2026,West,Web,Beauty,11,26,0,returned,refund_pending,7,19,N6 6LE,1,FALSE,,,,,,
O009727,C04766,Kofi Evans,kofi.evans4766@example.com,11/07/2026,14/07/2026,North,Store,Home,6,14,0,shipped,pending,3,46,B9 5VG,1,FALSE,,,,,,
O003638,C03121,Kofi Hassan,kofi.hassan3121@example.com,19/07/2026,25/07/2026,North,Web,Electronics,6,,0,shipped,paid,6,56,C1 9DW,1,FALSE,,,,,,
O009073,C01313,Ruth Bello,ruth.bello1313@example.com,24/07/2026,26/07/2026,South,Web,Fashion,8,29,0,shipped,paid,2,64,FN7 3AE,1,FALSE,,,,,,
O004963,C02537,Chen Hassan,chen.hassan2537@example.com,02/07/2026,09/07/2026,West,Web,Beauty,12,50,5,shipped,paid,7,58,WB9 7ME,2,FALSE,,,,,,
O009910,C02915,Amina Ade,amina.ade2915@example.com,12/07/2026,17/07/2026,East,Web,Beauty,11,51,0,cancelled,refund_pending,5,47,T6 5HJ,1,FALSE,,,,,,
O003443,C03409,Kwame Ade,kwame.ade3409@example.com,30/07/2026,01/08/2026,North,Store,Home,6,37,5,shipped,paid,2,38,SS3 1ZD,1,FALSE,,,,,,
O008865,C02778,Kwame Smith,kwame.smith2778@example.com,16/07/2026,18/07/2026,North,Phone,Home,6,39,0,cancelled,pending,2,24,J2 8ZV,1,FALSE,,,,,,
O000689,C04434,Leo Khan,leo.khan4434@example.com,20/07/2026,21/07/2026,North,Store,Electronics,6,255,0,delivered,paid,1,48,RB6 0VT,1,FALSE,,,,,,
O001810,C01038,Amina Hassan,amina.hassan1038@example.com,03/07/2026,04/07/2026,East,Store,Electronics,4,50,0,returned,refund_pending,1,47,FO9 1FU,1,FALSE,,,,,,
O007931,C02365,Omar Park,omar.park2365@example.com,28/07/2026,01/08/2026,West,Phone,Electronics,12,101,15,open,paid,4,47,XD2 8XQ,1,FALSE,,,,,,
O009227,C04127,Omar Park,omar.park4127@example.com,27/07/2026,01/08/2026,East,Store,Beauty,10,21,0,cancelled,refund_pending,5,37,C6 0AK,1,FALSE,,,,,,
O009531,C04543,Robert Ali,robert.ali4543@example.com,13/07/2026,19/07/2026,East,Store,Fashion,7,41,0,shipped,paid,6,61,A4 0OS,1,FALSE,,,,,,
O002545,C04548,Liam Nwosu,liam.nwosu4548@example.com,17/07/2026,21/07/2026,South,Store,Fashion,12,42,0,shipped,paid,4,70,TO1 7WH,1,FALSE,,,,,,
O003567,C02322,Leo Li,leo.li2322@example.com,15/07/2026,19/07/2026,North,Web,Home,6,38,0,shipped,paid,4,66,C7 4VQ,1,FALSE,,,,,,
O007538,C02173,Sara Ali,sara.ali2173@example.com,09/07/2026,13/07/2026,South,Store,Fashion,8,34,0,delivered,paid,4,30,LV6 6JJ,1,FALSE,,,,,,
O004301,C02515,Amina Reyes,amina.reyes2515@example.com,12/07/2026,13/07/2026,East,Store,Fashion,12,44,20,shipped,paid,1,55,L1 1RH,1,FALSE,,,,,,
O009369,C04709,Helen Owusu,helen.owusu4709@example.com,09/07/2026,13/07/2026,East,Web,Home,8,65,0,shipped,paid,4,54,HD5 6HR,1,FALSE,,,,,,
O002394,C03951,Sara White,sara.white3951@example.com,27/07/2026,01/08/2026,West,Web,Fashion,12,48,15,shipped,paid,5,35,K6 0BP,1,FALSE,,,,,,
O004721,C03216,Omar Mensah,omar.mensah3216@example.com,22/07/2026,23/07/2026,West,Store,Electronics,3,274,5,open,pending,1,23,A3 7ZE,1,FALSE,,,,,,
O008449,C01449,Leo Cole,leo.cole1449@example.com,09/07/2026,13/07/2026,South,Web,Fashion,2,24,15,delivered,paid,4,23,KA4 4RQ,1,FALSE,,,,,,
O004886,C02205,Yusuf Reyes,yusuf.reyes2205@example.com,30/07/2026,03/08/2026,West,Store,Electronics,8,40,0,shipped,paid,4,55,L8 1ZC,1,FALSE,,,,,,
O002482,C00647,Leo Nwosu,leo.nwosu647@example.com,29/07/2026,01/08/2026,North,Phone,Home,6,44,5,shipped,pending,3,36,X1 0WH,1,FALSE,,,,,,
O001247,C02665,Samuel Brown,samuel.brown2665@example.com,13/07/2026,20/07/2026,East,Store,Fashion,3,43,0,shipped,paid,7,27,AJ2 4TF,1,FALSE,,,,,,
O011009,C90009,Peter Hassan,peter.hassan5495@example.com,14/07/2026,20/07/2026,South,Web,Electronics,6,234,20,returned,refund_pending,6,66,K5 7ES,1,FALSE,,,,,,
O008913,C03100,Sara James,sara.james3100@example.com,27/07/2026,31/07/2026,West,Phone,Home,10,105,0,delivered,paid,4,51,M4 5EN,1,FALSE,,,,,,
O002905,C00536,Rita Baker,rita.baker536@example.com,27/07/2026,30/07/2026,West,Store,Home,12,103,5,shipped,paid,3,64,RS7 1TR,1,FALSE,,,,,,
O003714,C01379,Maya Yusuf,maya.yusuf1379@example.com,02/07/2026,06/07/2026,East,Web,Electronics,12,108,0,shipped,paid,4,70,GJ9 0FV,1,FALSE,,,,,,
O007729,C03515,Chen Bello,chen.bello3515@example.com,29/07/2026,31/07/2026,South,Phone,Beauty,7,28,0,shipped,paid,2,48,CA2 7TU,1,FALSE,,,,,,
O009561,C03366,Helen Cole,helen.cole3366@example.com,16/07/2026,17/07/2026,East,Web,Beauty,4,25,0,shipped,paid,1,42,FH1 1AN,1,FALSE,,,,,,
O008056,C00484,Paul Reyes,paul.reyes484@example.com,07/07/2026,14/07/2026,West,Store,Home,8,98,15,shipped,paid,7,42,D4 0KR,1,FALSE,,,,,,
O007653,C03497,Grace Stone,grace.stone3497@example.com,22/07/2026,28/07/2026,West,Web,Home,2,104,10,shipped,paid,6,44,L7 5ND,1,FALSE,,,,,,
O002753,C02849,Helen Stone,helen.stone2849@example.com,05/07/2026,09/07/2026,West,Store,Home,6,71,15,shipped,paid,4,26,ED8 4AW,1,FALSE,,,,,,
O005499,C04332,Ivy King,ivy.king4332@example.com,06/07/2026,11/07/2026,West,Web,Electronics,2,281,0,shipped,paid,5,34,TU2 3CL,1,FALSE,,,,,,
O001986,C01788,Ella Diallo,ella.diallo1788@example.com,19/07/2026,26/07/2026,West,Phone,Electronics,8,,0,cancelled,refund_pending,7,34,K6 2NV,1,FALSE,,,,,,
O001851,C02837,Amara Hassan,amara.hassan2837@example.com,08/07/2026,14/07/2026,South,Store,Fashion,9,31,20,shipped,pending,6,37,U3 9WL,1,FALSE,,,,,,
O009952,C04137,Rita Ibrahim,rita.ibrahim4137@example.com,25/07/2026,29/07/2026,South,Phone,Beauty,9,69,0,delivered,paid,4,37,UX4 1PE,1,FALSE,,,,,,
O007674,C00799,Mary Osei,mary.osei799@example.com,18/07/2026,20/07/2026,South,Store,Electronics,11,249,10,delivered,paid,2,49,GE5 5XT,1,FALSE,,,,,,
O001969,C04453,Marcus Ali,marcus.ali4453@example.com,26/07/2026,28/07/2026,South,Phone,Fashion,5,56,0,open,paid,2,19,B4 7TB,1,FALSE,,,,,,
O004783,C04211,Jon Green,jon.green4211@example.com,18/07/2026,19/07/2026,West,Phone,Electronics,5,160,0,delivered,paid,1,51,A4 6BL,1,FALSE,,,,,,
O001270,C00524,Maya Li,maya.li524@example.com,29/07/2026,03/08/2026,East,Phone,Home,12,63,20,shipped,paid,5,50,KO5 6KG,1,FALSE,,,,,,
O006107,C02570,Leo Stone,leo.stone2570@example.com,21/07/2026,23/07/2026,North,Phone,Beauty,6,41,0,open,paid,2,58,U6 2YT,1,FALSE,,,,,,
O007117,C04223,Sara Smith,sara.smith4223@example.com,23/07/2026,30/07/2026,South,Web,Beauty,8,21,10,shipped,paid,7,54,B6 0DX,1,FALSE,,,,,,
O009712,C02063,Zainab White,zainab.white2063@example.com,14/07/2026,16/07/2026,South,Store,Beauty,12,14,20,delivered,paid,2,63,FR8 3DU,1,FALSE,,,,,,
O009356,C04748,Liam Ade,liam.ade4748@example.com,04/07/2026,09/07/2026,North,Store,Fashion,6,53,15,shipped,paid,5,50,BX7 9NW,1,FALSE,,,,,,
O009451,C01206,Chloe Evans,chloe.evans1206@example.com,07/07/2026,12/07/2026,West,Web,Electronics,6,126,15,shipped,paid,5,23,P5 2HU,1,FALSE,,,,,,
O003101,C03929,Kofi Adeyemi,kofi.adeyemi3929@example.com,05/07/2026,08/07/2026,West,Store,Beauty,7,65,0,shipped,paid,3,43,S3 1EC,1,FALSE,,,,,,
O003436,C04482,Ella Ibrahim,ella.ibrahim4482@example.com,22/07/2026,23/07/2026,West,Phone,Fashion,2,38,10,shipped,paid,1,65,HF6 7HV,1,FALSE,,,,,,
O007724,C02926,Liam Carter,liam.carter2926@example.com,19/07/2026,23/07/2026,North,Store,Home,6,34,15,open,pending,4,69,G2 5BC,1,FALSE,,,,,,
O004051,C01003,Omar Smith,omar.smith1003@example.com,06/07/2026,07/07/2026,West,Store,Electronics,11,169,15,shipped,paid,1,60,BE7 1EA,1,FALSE,,,,,,
O008621,C04324,Femi Mensah,femi.mensah4324@example.com,02/07/2026,08/07/2026,,Store,Beauty,10,18,0,shipped,pending,6,36,JC9 3DZ,1,FALSE,,,,,,
O002328,C03906,Yusuf Hassan,yusuf.hassan3906@example.com,06/07/2026,,South,Phone,Beauty,4,59,0,shipped,paid,1,67,H8 0UW,1,TRUE,,,,,,
O006790,C00651,Liam Park,liam.park651@example.com,23/07/2026,28/07/2026,North,Store,Fashion,6,51,0,shipped,paid,5,54,KN2 8JM,1,FALSE,,,,,,
O002807,C04669,Ella Nwosu,ella.nwosu4669@example.com,05/07/2026,11/07/2026,West,Store,Home,1,41,0,shipped,paid,6,61,R8 4ON,1,FALSE,,,,,,
O005887,C03423,David Evans,david.evans3423@example.com,26/07/2026,27/07/2026,South,Web,Fashion,11,29,20,cancelled,pending,1,22,X1 4DF,1,FALSE,,,,,,
O004955,C00563,Liam Reyes,liam.reyes563@example.com,13/07/2026,19/07/2026,North,Phone,Fashion,6,42,0,shipped,paid,6,45,EP8 3LK,1,FALSE,,,,,,
O007275,C04458,Chloe Ali,chloe.ali4458@example.com,16/07/2026,,East,Store,Beauty,2,40,0,shipped,paid,2,58,T9 9UP,1,TRUE,,,,,,
O000745,C01629,Priya Stone,priya.stone1629@example.com,04/07/2026,11/07/2026,West,Phone,Beauty,8,31,0,cancelled,refund_pending,7,62,F1 3PS,1,FALSE,,,,,,
O001127,C01986,Grace Owusu,grace.owusu1986@example.com,28/07/2026,01/08/2026,East,Store,Electronics,2,93,20,shipped,paid,4,35,X5 2HD,1,FALSE,,,,,,
O007151,C02836,Yusuf Baker,yusuf.baker2836@example.com,21/07/2026,26/07/2026,South,Store,Fashion,4,35,0,open,pending,5,63,B5 7ZL,1,FALSE,,,,,,
O001500,C03469,Daniel Okafor,daniel.okafor3469@example.com,23/07/2026,26/07/2026,East,Web,Beauty,9,39,0,shipped,paid,3,51,HD1 9FF,1,FALSE,,,,,,
O008528,C03153,Liam Park,liam.park3153@example.com,09/07/2026,10/07/2026,East,Web,Fashion,1,45,0,delivered,paid,1,42,CL8 2FY,1,FALSE,,,,,,
O003866,C03656,Samuel Brown,samuel.brown3656@example.com,21/07/2026,22/07/2026,South,Store,Home,9,113,10,shipped,paid,1,40,H6 7DM,1,FALSE,,,,,,
O001359,C02436,Marcus Li,marcus.li2436@example.com,30/07/2026,04/08/2026,West,Web,Electronics,1,220,20,shipped,paid,5,150,YX7 8QA,1,FALSE,,,,,,
O000630,C05348,Amara Stone,amara.stone5348@@example.com,27/07/2026,01/08/2026,East,Store,Beauty,3,57,5,cancelled,refund_pending,5,64,E8 7LJ,1,FALSE,,,,,,
O006971,C04673,Lina Diallo,lina.diallo4673@example.com,12/07/2026,15/07/2026,North,Web,Fashion,6,38,5,shipped,paid,3,66,XT8 8CQ,1,FALSE,,,,,,
O000098,C01579,Samuel Mensah,samuel.mensah1579@example.com,24/07/2026,25/07/2026,West,Web,Electronics,1,250,0,cancelled,refund_pending,1,21,WY7 7CU,1,FALSE,,,,,,
O000350,C01898,Lina Evans,lina.evans1898@example.com,02/07/2026,09/07/2026,North,Phone,Fashion,6,54,10,shipped,paid,7,34,O9 8PT,1,FALSE,,,,,,
O001468,C00832,Lina Farah,lina.farah832@example.com,11/07/2026,18/07/2026,North,Phone,Fashion,6,17,0,shipped,paid,7,31,FF4 2RM,1,FALSE,,,,,,
O001620,C02832,Ben Osei,,20/07/2026,25/07/2026,West,Phone,Electronics,7,291,0,returned,refund_pending,5,21,BM2 4LO,1,FALSE,,,,,,
O006252,C00784,Grace Yusuf,,03/07/2026,08/07/2026,East,Web,Beauty,9,30,20,delivered,paid,5,64,E5 8EA,1,FALSE,,,,,,
O008006,C00273,Peter Smith,peter.smith273@example.com,20/07/2026,24/07/2026,East,Web,Fashion,3,28,5,delivered,paid,4,19,B8 8FK,1,FALSE,,,,,,
O001346,C04219,Lina Hassan,lina.hassan4219@example.com,04/07/2026,08/07/2026,North,Phone,Electronics,6,98,5,shipped,paid,4,41,JE2 0SW,1,FALSE,,,,,,
O003985,C01568,Lina James,lina.james1568@example.com,16/07/2026,22/07/2026,North,Store,Electronics,6,202,0,open,paid,6,63,PV2 2MS,1,FALSE,,,,,,
O003410,C04294,Nadia Ali,nadia.ali4294@example.com,28/07/2026,31/07/2026,East,Web,Beauty,8,54,0,shipped,paid,3,47,D9 1NK,1,FALSE,,,,,,
O003646,C01283,Lina Khan,lina.khan1283@example.com,30/07/2026,01/08/2026,North,Store,Beauty,6,25,15,cancelled,pending,2,40,CY9 3GF,1,FALSE,,,,,,
O002687,C01057,Liam Diallo,liam.diallo1057,27/07/2026,02/08/2026,West,Store,Electronics,8,114,0,cancelled,refund_pending,6,55,JJ3 2HB,1,FALSE,,,,,,
O004774,C05454,Lina Park,lina.park5454@example.com,14/07/2026,16/07/2026,North,Web,Fashion,6,57,10,shipped,paid,2,37,N7 4FG,1,FALSE,,,,,,
O007192,C04465,Chen Yusuf,chen.yusuf4465@example.com,21/07/2026,25/07/2026,West,Store,Electronics,7,174,20,cancelled,refund_pending,4,68,L3 8PU,1,FALSE,,,,,,
O009642,C01968,Aisha Ibrahim,aisha.ibrahim1968@example.com,06/07/2026,09/07/2026,South,Phone,Home,11,12,0,shipped,paid,3,19,M5 4GU,1,FALSE,,,,,,
O003981,C04967,Aisha White,aisha.white4967@example.com,07/07/2026,09/07/2026,South,Web,Electronics,7,177,0,cancelled,refund_pending,2,29,D5 1TR,1,FALSE,,,,,,
O001511,C02067,Samuel Park,samuel.park2067@example.com,24/07/2026,25/07/2026,South,Store,Home,12,31,0,open,pending,1,61,EO9 2YU,1,FALSE,,,,,,
